,Acronym,Region,Unnamed: 0,AAA,ACAd,ACAv,ACB,ACVII,AD,ADP,AHN,AId,AIp,AIv,AM,AMB,AN,AOB,AON,AP,APN,ARH,ASO,AT,AUDd,AUDp,AUDpo,AUDv,AV,AVP,AVPV,B,BA,BAC,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,COPY,CP,CS,CU,CUL,CUN,DCO,DEC,DG,DMH,DMX,DN,DP,DR,DTN,ECT,ECU,ENTl,ENTm,ENTmv,EPd,EPv,EW,FC,FL,FN,FOTU,FRP,FS,GPe,GPi,GR,GRN,GU,IA,IAD,IAM,IC,ICB,IF,IG,IGL,III,ILA,IMD,IO,IP,IPN,IRN,ISN,IV,LA,LAV,LC,LD,LDT,LGd,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRN,LSc,LSr,LSv,LT,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MEV,MG,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NB,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NR,NTB,NTS,OP,ORBl,ORBm,ORBvl,OT,OV,PA,PAA,PAG,PAR,PARN,PAS,PB,PBG,PCG,PCN,PD,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PMv,PO,POL,POST,PP,PPN,PPT,PPY,PR,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,RCH,RE,RH,RL,RM,RN,RO,RPA,RPO,RR,RSPagl,RSPd,RSPv,RT,SAG,SBPV,SCH,SCm,SCs,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSp-un,SSs,STN,SUB,SUM,SUT,SUV,SubG,TEa,TMd,TMv,TR,TRN,TRS,TT,TU,UVU,V,VAL,VCO,VI,VII,VISC,VISa,VISal,VISam,VISl,VISli,VISp,VISpl,VISpm,VISpor,VISrl,VLPO,VM,VMH,VPL,VPLpc,VPM,VPMpc,VTA,VTN,XII,ZI,x,y
0,FRP,Isocortex,AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.31342963,0.0,107.602450876,0.0,0.0,112.216804198,9382.07996683,0.0,0.0,0.0,0.0,21.956792786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604544022343,0.0,132.110231592,31.1017821871,110.215724097,0.0,0.0,0.0,0.0,60.6471612987,0.0,0.0,12.4684571184,0.0,0.0,0.0,0.0,0.0,0.0,71.3177370469,205.538472119,0.767263580611,0.0,0.0,0.0,0.0,0.0,4097.2617239,1921.85585547,70.4197859455,0.0,0.0,0.0,0.0,0.0,877.101071537,0.0,0.0,0.0,0.0,0.0,0.0,45.6209705723,0.0,0.0,0.0,8.6524461601,1.17590415521,0.0,0.74512252513,0.0,226.046024866,0.0,0.0,0.0,0.0,0.0,19.8701841418,0.0,0.016515228405,0.0,0.0,21.2606069116,0.0,1.58463452246,0.0,1026.38437189,0.0,0.0,13.8765484661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.898387445,0.0,1059.47839382,0.0,0.0,0.0,0.0,16.2357398917,0.0,40.9179455755,0.0,14295.6525823,0.0,0.0,0.0,0.0,0.0,4298.94332069,0.0,0.0,0.0,0.0,24.1323728443,0.0,0.0,0.0,0.0,7.59949734051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0502236,0.0,0.0,0.0,253.022311924,0.0,45.2460609545,59.2024609615,0.0,2049.94864424,0.0,6.68255240607,0.0,0.0,0.0,0.0,36825.3227583,0.0,0.0,0.0,0.0,4.61581183979,0.0,0.0,87.7783179362,0.0,0.0,5.68539308799,0.0,0.0,379.767037626,207.638158693,0.0,0.0,26.3984647741,134.889732551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.106411376,0.0,25.5177509758,17.2625712416,2.87152920309,9.21864798948,0.0,0.0990441025355,7.63056900727,360.366722958,0.0,0.0,0.0,354.070548498,0.0,0.0,23.0167128465,24.0646316682,0.0,0.0,0.0,0.0,0.0,0.783277239586,0.0,0.0,20.6440083424,67.1218847104,158.321466562,234.536573822,0.0,0.0,0.0,84.742826603,54.1505665794,0.0,0.300383358819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2378400033,12.3493295491,0.490918585471,0.0,0.0,0.0,0.222073870064,0.0,1.4712480788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.090106687,0.0,0.0,0.0,18.1518102697,9.3617177259,13.3061339039,0.0,0.0,43.3883395829,0.0,9.47493545439,141.998137323,0.0,0.0,0.0,0.0,0.0,2266.64634787,1.56529861776,0.0,168.500882955,0.0,0.0
1,MOp,Isocortex,ACAd,3.10788645293,20947.5534309,7101.68273247,1217.28286865,0.0,69.0843974098,1.6507330367,0.0,0.0,105.875779254,772.120032571,1600.13354962,0.591346400287,3.49258824066,13.0470940571,119.044027651,0.0,1983.86485018,0.0,0.0,9.20449123739,443.201910735,165.74952404,171.384097358,168.605025935,845.980645164,0.0,0.918497646988,30.1130254575,0.0,0.0,105.583330794,0.0,105.087976539,0.0,0.0,0.0,34.7334007685,0.993493811128,901.097921224,336.344235383,0.0,42.6682779574,0.0,0.0,2.23221693856,41126.5524552,992.826258842,0.842912015868,5.22371055603,61.6452546997,0.783323256418,1.46219121487,0.0,39.6007879518,0.0,0.97512090275,82.5568462221,27.6706405178,18.4347941712,266.556616149,0.00454238948198,354.982397402,28.7712015627,0.0,78.0314049912,1.19865126181,23.1183768454,0.0,0.171211600346,1.37580140009,0.127780786451,243.104886864,6.89171492569,0.0,0.0,0.0101435279215,0.0,0.0,0.518698091304,325.191509857,95.7550064219,174.146943265,0.0766370581258,4.13169998089,32.0499519978,12.6341679806,2.27008212007,335.749736474,28.1932623883,1.89850030506,3.53581746675,66.8849392224,0.0,0.0,1.41683112267,6.16121079517,0.494223283736,2.79982345358,2677.45654072,146.285279387,1.59940791254,78.6178488213,149.170651166,1199.56525401,0.0,0.00981050523849,0.0,1614.19783447,75.9821740691,24.7305971809,2.37322902669,136.69933976,0.33751209954,5.67526849295,9.3587794053,129.823564305,2442.55325758,0.0,27.7103584014,7.47420121912,0.0,4.36918105409,14.7797745607,0.0,0.0,23.2153646961,0.0,16625.9270472,0.0,0.0,214.408792384,4990.45989716,2.21290086952,18.4456118839,22.2525823035,69.1741516117,180.108607101,1.26216066974,3.63918040986,0.476664319385,21.7620622068,804.668609368,0.892885996235,0.113299401203,0.422867692348,25.7414926071,2429.64009466,1308.59879111,3461.45640018,99.9123844818,0.0,1.58677528136,1.45376430398,5540.60828709,35.673144075,0.0,0.0436272368721,40.5302496996,17.5602309142,486.138239503,74.3034757005,0.0,199.691480629,434.990772733,0.662511727381,1156.96267778,5.71196998021,28.1652528036,805.918260805,300.119597847,4997.46126001,3.21619060464,0.0,1010.24689028,94.7910431879,261.731144665,48.4167655659,296.754157185,182.27524145,4.85443915433,23.0237251173,126.793536008,0.760642094775,498.569550492,2315.63157425,11.4031210589,0.0,7.63227334944,15.4254583576,5.15575814286,0.0,0.0,9.78357347482,13.5756751031,0.174262251387,6.90807888965,0.327104626759,2.68064995087,0.23501689012,0.0,434.237154363,108.588565885,2.49270924844,46.6499112115,411.909588673,0.907110049613,4.99347849051,27.8089476322,254.282453622,3389.60551347,7488.64237805,4900.41554278,1937.09941349,50.4675083061,0.653020517728,0.0,11514.8845451,172.596198783,2.35621125584,0.0,10.4035664192,1.97908822142,0.0,180.172674389,0.0,7.77627401367,74.9825664844,245.926325738,50.3903098771,387.50550536,7.54123015308,0.0,44.760378983,110.033089217,420.055613242,3.53644936822,2.67235970658,2.82603813335,2.02923289485,3143.06744986,1064.82306188,0.0,0.0,1048.24487671,1012.16570905,502.606759792,508.435150866,310.037222504,0.0,119.915402887,0.0,12.859825544,8.11120119789,808.01611967,0.0,0.0,1.03242171537,834.136514876,0.507902232903,226.568469126,0.0,0.207418251795,0.0,1418.80495129,0.678798546282,0.370952361153,14.4217560318,0.0,1885.46920593,708.088045579,2587.78088962,671.217115895,272.369932772,3114.51382166,214.811482676,1195.96179514,466.808886624,1439.47794519,0.656460899933,1302.57653855,0.0,94.5181009538,0.0,0.0,0.0,929.302100863,15.1956754078,1.31730419957,4952.24892328,1.55004691014,0.176193134786
2,MOs,Isocortex,ACAv,0.0,0.0,77163.5965373,0.0,0.0,118.037214457,18.1533091386,2287.42036963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43699718462,41.5325446414,0.0,0.0,0.0,0.0,0.0,0.0,43.6790536629,91.8324910441,0.0,44.4220815717,0.0,0.0,0.0,814.991913071,295.955584612,851.326235651,0.0,107.945006244,0.0,600.517538151,40.4139253763,0.0,0.0,0.0,0.0,0.0,2612.38278103,0.0,0.0,0.0,0.0,11.3547555598,176.155814586,0.0,0.0,0.0,0.0,102.296442349,111.368583842,0.0,0.0332949185863,0.0,0.0,0.0,0.0,0.0,0.0,4.85869603993,0.0,0.0,0.0,0.0,0.0,1357.41265143,867.581875921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.169151887,0.0,2306.16284114,0.0,0.0,0.0,912.601712923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.379929815,202.884574793,919.184688544,421.79182229,3133.06197244,0.0,0.0,39.6102561646,0.0,486.002883518,0.0,88.8839869303,2615.93985362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.650024645,1847.78262632,0.0,0.0,0.0,0.0,373.85581513,1332.34468556,0.0,0.0,0.0,0.0,716.012157946,726.034232695,0.0,0.0,0.0,41.4651679495,0.0,0.0,0.0,0.0,639.003316334,0.0,11756.0037147,0.0,0.0,0.0,0.0,0.0,11896.066874,0.0,0.0,0.0,0.0,8.54784375073,3089.41044204,128.555705463,1.12362481999,0.0,0.0,120.550206719,0.0,0.0,0.0,5227.04130463,0.0,0.0,369.041077981,225.926210919,0.0,0.0,0.0,0.0,0.0,436.351343134,0.0,81.5504548932,0.0,3.27519409088,0.0,0.0,3.8373670457,62.6031955661,0.0,0.0,0.0,838.941717173,119.994312324,130.686947295,220.997203264,0.0,0.0,0.0,15.0643786633,0.0,0.0,1141.81215518,0.0,10.1520140015,0.0,0.0,0.0,0.0,0.0,0.0,9074.44259824,0.0,0.0,0.0,54.9058308288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968048311518,37.9886061968,0.0,8.62495082451,0.0,0.0,0.0,149.687305999,0.0,163.677319717,0.0,0.0,185.23262462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.874979051,2079.9630053,0.0,0.0,26.1694336818,0.0,8.7167327029,85.1196086431,0.0,0.0,37.3404668445,0.0,736.288726215,0.0,0.0,0.0,5.63165410101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.53164235,0.0,0.0,0.0,0.0,0.0,0.0,52.6162885169,0.0,0.0,0.0,117.159492168,0.0,0.0,0.0,0.0
3,SSp-n,Isocortex,ACB,1149.72540522,0.0,0.0,137452.176343,0.0,0.0,1260.50286027,1826.91203944,0.0,0.0,3801.70901797,256.306837835,0.0,162.627854823,0.0,56364.8560326,1.04240451446,0.0,3302.38826516,18.0974143151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.920675651,0.0,48.9167039696,0.0,8607.12808503,5890.3354471,54993.7586995,0.0,0.0,0.0,5186.16699117,43.7632509137,298.147077847,0.0,1511.98796753,133.201473477,877.6535846,1163.75587312,7.00302359543,6853.18004079,0.0,1.09662093741,72.5033505652,0.0,17.5296531314,42.0569511237,0.0,10265.0814897,1.3732507886,0.0,650.082116759,917.630340522,0.0,0.0,1.00358555719,0.0,0.0,232.476433921,1383.4417861,1552.6648835,0.0,0.0,1.28389419558,0.0,0.0,0.0,2023.84860912,0.0,0.0,0.159200612751,0.0,0.0,642.968073132,0.0,158.340327578,57.7092494001,0.0,1183.51146589,26.8209526703,0.0,0.0,1493.67671514,211.327017115,0.0,0.0,0.0,0.0,0.0,5.7469419326,0.0,0.014353735969,55.6372565748,0.0,0.0,0.0,0.0,0.0,66385.7029188,0.0,0.0,0.0,0.0,33037.9969672,0.0,0.0,9932.2173328,6682.99159927,0.0,3212.37101821,0.0,4682.92344399,0.0,0.0,5348.00094329,1805.4636197,74.9929752193,0.0,0.0,0.0,0.0,0.0,8662.96943109,4638.1448207,24822.6668005,0.0,7055.10432737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255002733102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.53105131,0.0,15770.974416,46.677967916,2515.05150603,886.485190431,4843.51904808,0.0,0.0,0.288396667603,0.0,14.5070414647,0.0,302.008751492,0.0,0.0,431.613260219,450.636230821,0.0,0.0,0.0,1949.07655103,29821.5546548,0.0,142.853547387,862.905236546,1356.89786958,0.0,0.0,0.0,0.0,0.0,5.12945843552,0.0,0.0,205.090795525,0.0,0.0,0.0,1760.80858742,113.642727881,764.405049769,0.0,6433.50967533,5762.1635977,373.0298849,2777.44187529,197.26941995,1291.23557819,2136.67324664,1362.28709457,0.0,2059.87634201,1364.98212359,187.122321717,69.36278051,0.0,0.0,0.0,72.2221763132,0.0,7385.54840471,0.0,0.0,0.0,0.0,0.0,2443.48642475,878.140273405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162589.281122,18.7673755785,0.0,0.0,348.73670038,8732.85870549,14503.3300953,130.801609645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466.87807444,652.144280198,0.0,0.0,0.0,0.0,128.918901417,0.0,2651.53306911,0.0,0.0,8978.91554437,2883.69340005,8.01841374991,0.0,1974.02663806,34.3278093791,2.6689296342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.518790195,2283.93342383,0.0,0.0,99.4945480891,0.0,12377.0949213,0.0,0.0,0.0,0.0,0.0
4,SSp-bfd,Isocortex,ACVII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,SSp-ll,Isocortex,AD,0.0,0.0,0.0,0.0,0.0,32.2070884917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121005426576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2471017814,2.36045732608,0.0,0.0,0.0,0.0,0.0,0.0,1.35131321291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366492687893,0.0,0.0,0.0,1193.81695648,2124.45806734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6961884938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9916320883,0.0,0.155222871096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5554781417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.592618309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25476203854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.32275368,0.0,0.0,0.0,0.0,0.0,81.5952049464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12965.916541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39657.0922357,0.0,0.0,0.0,0.0,0.0,130.912396526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.192020054,0.79446346666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SSp-m,Isocortex,ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SSp-ul,Isocortex,AHN,69.1197239523,0.0,0.0,0.0,0.0,0.0,184.019496413,0.0,0.0,0.0,0.0,75.8632858568,0.0,0.0,0.0,49.2864298171,0.0,0.0,599.793617392,0.109570357792,0.0,0.0,0.0,0.0,0.0,7.17129510571,309.184028224,286.115660527,0.0,73.14220921,0.0,0.0,356.051339896,3281.82382438,528.135133693,0.0,26.3827587077,0.0,0.0,0.0,0.0,40.5028617493,51.092159715,34.2694506922,314.553245686,0.0,0.0,143.201620603,0.0,0.0,0.0,0.0,0.0849684402233,0.0,1094.52796319,0.0,0.0,0.0,15.6501443526,0.0,0.0,0.0,0.0,0.0,64.1890580081,0.0,0.0,11.6377503979,0.0,0.0,0.0,0.00248145678308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8045609411,33.7727770536,28.2845809668,0.0,0.0,27.1573726161,0.0,0.0,0.0,40.6796199812,20.9933330804,0.0,0.0,79.700498036,0.0,0.0,0.0,0.0,0.0806531032286,0.0,0.0,0.0,0.0,0.0,419.790950833,9366.81512371,0.0,0.0,28.5777017651,0.0,2975.52113296,0.0,0.0,2653.59519275,177.526730871,0.0,36.2907353402,0.0,429.75051911,0.0,0.0,1462.19606737,26.7253404029,0.0,0.0,164.687994575,656.228600859,0.0,0.0,0.0,231.954406248,3324.94088189,8.21233576988,0.0,1080.42636965,0.0,0.0,1148.55988416,0.0,0.0,65.3372618711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543591545989,188.741527814,0.0,750.462948448,0.0,0.0,0.0,0.0,0.0,1.13528016501,0.0,13.6192407267,0.0,0.0,0.0,0.0,0.0,0.0,1777.01241495,0.0,0.0,506.713275069,553.326020911,0.0,0.0,0.0,3.26382371768,0.0,0.0,0.0,14.3456014397,0.0,0.0,0.0,22.7218814751,0.0,100.892883627,5.74114039524,0.0,0.0,999.336782447,0.0,56.2901554394,839.931429926,3.51662030012,175.960280203,117.065933662,177.625177231,0.0,212.871926327,751.803678059,15.5312081089,6.54137830813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.01649979,0.0,26.0689976369,155.620051212,0.0,0.0,155.896700123,0.0,0.0,0.0,0.0,494.550712351,0.0,0.0,0.0,0.0,0.0,0.0,117.885236999,0.0,17.1482382289,55.3120449133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.27872731,504.919197289,0.0,0.0,1.51560985943,0.0,67.8565136189,88.4863782449,0.0,17.6585953984,133.010141408,0.0,1465.60284664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1033843733,0.0,2259.50005343,0.0,0.0,0.0,0.0,266.963363911,0.0,0.0,234.09180323,0.0,0.0
8,SSp-tr,Isocortex,AId,967.251364336,0.0,0.0,6023.23207479,0.0,0.0,0.0,0.0,39634.7025346,11673.5899503,7077.14694295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57412582593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723466882808,7.38685453212,4521.92162556,620.744147977,280.631410115,0.0,0.0,0.0,5086.0120011,17.9437679057,0.0,495.627119136,54.4957783901,518.69107033,202.386151935,0.0,0.0,73909.054488,0.0,0.0,0.0,47.5446535516,0.0,0.0,0.367791642574,3.71210334326,0.0,0.0,17.2605357461,132.65325407,0.0,939.899411381,0.0,484.207194979,0.0,0.0,414.717360034,261.00544622,8.391939356,0.0,0.300847988002,0.0,0.0,2437.58877761,1537.08757088,1807.8756776,714.461450822,0.0,40.4254865287,9023.88317803,144.081255905,0.0,0.0,0.0,0.0,5.97658096879,0.0,0.0,0.0,0.0,1083.4357943,43.6673574692,0.0,0.0,384.106324066,4.32703207333,7.15764317325,258.774378896,0.0,2.33436247293,0.0,0.0,0.127847498171,0.0,0.0,1412.75019233,4.36259783454,0.0,0.0,0.0,75.3614148833,0.0,94.276155565,0.0,0.0,0.0,28.1914869193,0.0,4728.29023559,23.4634941572,0.0,374.178569103,0.0,52.4053217658,0.0,0.0,0.0,0.0,19656.1014349,4770.06905875,0.0,0.0,0.0,2088.27148414,0.0,0.0,0.0,0.0,0.0,0.0,73.7695648323,0.0,0.0,0.0,0.0,0.0,49.7768230162,0.0,1098.40955935,0.0,0.0,1798.47108561,0.0580340272081,0.0,96.0064274325,0.0,0.0,545.347865224,0.0,655.810694164,0.0,0.0,564.787471865,0.0,1545.73618228,527.425958672,0.0,0.0,0.0,0.0,0.0,688.127482404,2302.35127941,0.462905588825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65908608929,0.0,0.0,0.549792700264,0.0,0.0,0.0,0.0,31.8392186116,174.607170876,0.0,0.0,0.0,0.0,86.9710326901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6474136168,4.2413548278,0.0,0.0,0.0,22.9751971396,0.0,359.097080182,0.0,0.0,0.0,14.056927367,0.0,0.0,0.0,0.0,0.0,0.0,0.00133710226028,0.0,0.0,10.4144132095,4686.3666861,7.27650649672,17.6719572512,0.0,0.0,372.367505992,1534.05795379,0.0,1.08063098443,392.756985924,157.482093984,124.568960691,0.0,0.0,0.0,0.0,0.0,0.0,5826.35629383,0.0,0.0,0.0,0.0,2824.59400866,0.0,0.0,0.0,204.902641018,4.97625141567,0.0,0.521932997277,0.0,0.0,42.6090563001,0.0,0.0,12.831649382,0.0,0.0,65.6610164086,0.0,0.0,0.0,0.0,8090.08814294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.321516459,0.0,25.4709469811,24.7298468856,300.579956728,1022.2519945,549.771113578,0.0,7.47740281054,0.0,2.4180120654,0.0
