,AAA,ACAd,ACAv,ACB,ACVII,AD,ADP,AHN,AId,AIp,AIv,AM,AMB,AN,AOB,AON,AP,APN,ARH,ASO,AT,AUDd,AUDp,AUDpo,AUDv,AV,AVP,AVPV,B,BA,BAC,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,COPY,CP,CS,CU,CUL,CUN,DCO,DEC,DG,DMH,DMX,DN,DP,DR,DTN,ECT,ECU,ENTl,ENTm,ENTmv,EPd,EPv,EW,FC,FL,FN,FOTU,FRP,FS,GPe,GPi,GR,GRN,GU,IA,IAD,IAM,IC,ICB,IF,IG,IGL,III,ILA,IMD,IO,IP,IPN,IRN,ISN,IV,LA,LAV,LC,LD,LDT,LGd,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRN,LSc,LSr,LSv,LT,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MEV,MG,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NB,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NR,NTB,NTS,OP,ORBl,ORBm,ORBvl,OT,OV,PA,PAA,PAG,PAR,PARN,PAS,PB,PBG,PCG,PCN,PD,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PMv,PO,POL,POST,PP,PPN,PPT,PPY,PR,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,RCH,RE,RH,RL,RM,RN,RO,RPA,RPO,RR,RSPagl,RSPd,RSPv,RT,SAG,SBPV,SCH,SCm,SCs,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSp-un,SSs,STN,SUB,SUM,SUT,SUV,SubG,TEa,TMd,TMv,TR,TRN,TRS,TT,TU,UVU,V,VAL,VCO,VI,VII,VISC,VISa,VISal,VISam,VISl,VISli,VISp,VISpl,VISpm,VISpor,VISrl,VLPO,VM,VMH,VPL,VPLpc,VPM,VPMpc,VTA,VTN,XII,ZI,x,y
AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839193459308,0.0,0.0155733687177,0.0,0.0,0.0162412069044,1.35787418849,0.0,0.0,0.0,0.0,0.00317782008803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7496027176e-05,0.0,0.0191203948537,0.00450138001352,0.015951589354,0.0,0.0,0.0,0.0,0.00877750085523,0.0,0.0,0.00180456744679,0.0,0.0,0.0,0.0,0.0,0.0,0.0103218598285,0.0297477091454,0.000111046528655,0.0,0.0,0.0,0.0,0.0,0.592999202526,0.278151376813,0.0101918988148,0.0,0.0,0.0,0.0,0.0,0.12694337609,0.0,0.0,0.0,0.0,0.0,0.0,0.00660275105446,0.0,0.0,0.0,0.00125227384009,0.000170189329673,0.0,0.000107842040114,0.0,0.0327157798336,0.0,0.0,0.0,0.0,0.0,0.00287582393905,0.0,2.39025913736e-06,0.0,0.0,0.00307706067939,0.0,0.000229345126437,0.0,0.148549239719,0.0,0.0,0.00200836137126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135742608914,0.0,0.153338957813,0.0,0.0,0.0,0.0,0.00234980859339,0.0,0.00592207936187,0.0,2.06901856707,0.0,0.0,0.0,0.0,0.0,0.622188703739,0.0,0.0,0.0,0.0,0.00349269312435,0.0,0.0,0.0,0.0,0.00109987991156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169631547787,0.0,0.0,0.0,0.0366200744065,0.0,0.0065484901555,0.00856840848926,0.0,0.296690324703,0.0,0.000967169908752,0.0,0.0,0.0,0.0,5.32975155115,0.0,0.0,0.0,0.0,0.000668049278873,0.0,0.0,0.0127042097974,0.0,0.0,0.000822850428997,0.0,0.0,0.0549639163016,0.0300515980712,0.0,0.0,0.00382066599935,0.0195226737324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432898543879,0.0,0.00369319975111,0.00249842252452,0.000415598182936,0.00133422057816,0.0,1.43347137128e-05,0.00110437693295,0.0521560968597,0.0,0.0,0.0,0.051244847668,0.0,0.0,0.00333122296854,0.00348288890239,0.0,0.0,0.0,0.0,0.0,0.000113364195341,0.0,0.0,0.00298781999026,0.00971459154614,0.0229139629686,0.0339446221921,0.0,0.0,0.0,0.0122648812748,0.00783724471655,0.0,4.34746677745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394214929114,0.00178732604062,7.10509480006e-05,0.0,0.0,0.0,3.21408874327e-05,0.0,0.000212934636896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373535394512,0.0,0.0,0.0,0.0026271226345,0.00135492714887,0.00192580492178,0.0,0.0,0.00627962100188,0.0,0.00137131322016,0.0205514775153,0.0,0.0,0.0,0.0,0.0,0.32805311627,0.00022654662909,0.0,0.0243872361471,0.0,0.0
ACAd,0.0010220017496,6.88842291393,-2.33532733181,0.40029300953,0.0,0.0227178103487,0.000542829372044,0.0,0.0,0.034816340068,0.253905036796,-0.526190165593,0.000194459181462,0.00114850762621,0.00429042474863,0.0391466053801,0.0,0.652376905838,0.0,0.0,0.00302681783626,0.145743139287,0.0545053064616,0.0563581874714,0.0554443137183,0.278193464459,0.0,0.000302040057268,0.00990240961805,0.0,0.0,0.0347201709052,0.0,0.034557277916,0.0,0.0,0.0,0.0114217803297,0.000326701901298,-0.296318306991,0.110603911126,0.0,0.0140310964977,0.0,0.0,0.000734045355663,13.5241133165,0.326482382466,0.000277184372088,0.00171777232165,0.0202715122035,0.000257589120673,0.000480829014343,0.0,0.0130223787726,0.0,0.000320660128282,0.0271481093529,0.00909925232149,0.00606212362704,0.0876548523242,1.493725742e-06,0.116732910522,0.00946116236244,0.0,0.0256599568976,0.000394166165747,0.00760227953684,0.0,5.63014633115e-05,0.000452420466221,4.20196134241e-05,0.0799429527025,0.0022662812231,0.0,0.0,3.33561197937e-06,0.0,0.0,0.000170569409422,0.106936433188,0.0314882109042,0.0572667256027,2.52014379145e-05,0.0013586740292,0.0105393512641,0.00415463755723,0.000746496995173,0.110408415269,0.00927111203197,0.000624305508832,0.00116272318568,0.0219945374268,0.0,0.0,0.000465912737865,0.00202606121803,0.0001625210793,0.000920697879883,0.88045857226,0.0481046568909,0.000525951546073,0.025852803911,0.0490534866024,0.394466724227,0.0,3.22610033219e-06,0.0,-0.530815084791,0.0249860849208,0.00813244433808,0.000780415968929,0.0449524030301,0.000110987953217,0.00186626326833,0.00307755417426,0.042691363365,0.803212646454,0.0,0.00911231320618,0.00245782683457,0.0,0.00143676763911,0.00486020184086,0.0,0.0,0.007634173158,0.0,-5.46729321945,0.0,0.0,0.0705064886588,1.64106984713,0.000727693432368,0.00606568093889,0.00731757044273,0.0227473252466,0.0592271675181,0.000415050688719,0.00119671320118,0.000156746964782,0.00715626712465,0.26460835654,0.000293617886035,3.72575343444e-05,0.000139056406331,0.00846486861096,0.798966263809,0.430321465824,1.13827018803,0.032855328949,0.0,0.00052179741388,0.000478057897121,1.82198141696,0.0117308068395,0.0,1.43464418951e-05,0.0133280242802,0.00577453101633,0.15986238199,0.0244340593897,0.0,0.0656668271746,0.143042977125,0.000217861287653,0.380457233179,0.00187833223699,0.00926190132079,0.265019293675,0.0986917504017,-1.64337218513,0.00105761663908,0.0,0.332211007393,0.0311712198794,0.0860680374987,0.0159214372429,0.097585054164,0.0599396466029,0.00159634059487,0.00757115412954,0.0416949646008,0.000250130615598,0.163950311769,0.76147554171,0.00374981835713,0.0,0.00250980749609,0.00507252940822,0.00169542675459,0.0,0.0,0.00321724405317,0.00446424408277,5.73046436877e-05,0.00227166237201,0.000107565545239,0.000881508697743,7.72832844849e-05,0.0,0.142795156201,0.0357084166368,0.000819706012987,0.0153404223735,0.135452928116,0.000298295343741,0.00164206248561,0.0091447334274,0.0836185994663,1.11464264145,-2.46257568557,-1.61145953507,0.636998493903,0.0165958063681,0.00021474018493,0.0,3.78657081902,0.0567567766076,0.00077481982124,0.0,0.00342112340444,0.000650806152523,0.0,0.0592482354954,0.0,0.00255716087692,0.0246573725576,0.0808707586277,0.0165704203282,0.127427855057,0.00247986872343,0.0,0.0147190659396,0.0361834357197,0.138131678285,0.00116293098105,0.000878782522158,0.000929318352027,0.000667295797416,1.03357071808,0.350157912374,0.0,0.0,0.344706318662,0.332841994456,0.16527791335,0.167194529663,0.101953076034,0.0,0.0394331496373,0.0,0.00422884310756,0.00266729880295,0.265709156533,0.0,0.0,0.000339503008046,0.274298624007,0.000167019284171,0.0745050938501,0.0,6.82077094656e-05,0.0,-0.466561814443,0.000223217068073,0.000121984495849,0.00474247052461,0.0,0.620020343879,0.232848668191,0.850969505107,0.220723979848,0.0895665115335,1.02418110285,0.0706389099003,0.393281757747,0.15350609042,0.473359950814,0.00021587152505,-0.428341099827,0.0,0.0310814651715,0.0,0.0,0.0,0.305593009067,0.00499696726003,0.000433184164577,1.62850449677,0.000509719604664,5.79395980987e-05
ACAv,0.0,0.0,3.02183667784,0.0,0.0,0.00462250594845,0.000710909520043,0.0895786495288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62748626722e-05,0.00162647378237,0.0,0.0,0.0,0.0,0.0,0.0,0.0017105341422,0.003596291543,0.0,0.00173963217661,0.0,0.0,0.0,0.0319162476294,0.0115900435014,0.0333391516096,0.0,0.0042272806569,0.0,0.0235171247052,0.00158266705387,0.0,0.0,0.0,0.0,0.0,0.102304641807,0.0,0.0,0.0,0.0,0.000444668449351,0.00689851335886,0.0,0.0,0.0,0.0,0.00400607482511,0.00436135284661,0.0,1.30387657762e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000190273478153,0.0,0.0,0.0,0.0,0.0,0.0531582186566,0.0339757457057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00697735852386,0.0,0.0903126314887,0.0,0.0,0.0,0.0357387868389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276628471999,0.00794524979379,0.0359965855688,0.016517970341,0.122695182795,0.0,0.0,0.0015511942194,0.0,0.0190325672319,0.0,0.00348082390961,0.102443941851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00554721732912,0.0723618074253,0.0,0.0,0.0,0.0,0.0146407278183,0.0521765213003,0.0,0.0,0.0,0.0,0.0280400590143,0.0284325377792,0.0,0.0,0.0,0.00162383521486,0.0,0.0,0.0,0.0,0.0250242827604,0.0,0.460381900328,0.0,0.0,0.0,0.0,0.0,0.465866973742,0.0,0.0,0.0,0.0,0.000334745772897,0.120985726503,0.00503442508315,4.40027531836e-05,0.0,0.0,0.00472091831553,0.0,0.0,0.0,0.204698404944,0.0,0.0,0.0144521758331,0.00884759318222,0.0,0.0,0.0,0.0,0.0,0.0170881419773,0.0,0.00319363231821,0.0,0.000128261279606,0.0,0.0,0.000150276775648,0.00245163057453,0.0,0.0,0.0,0.0328541561732,0.00469914869685,0.00511788755804,0.00865456620079,0.0,0.0,0.0,0.000589942589724,0.0,0.0,0.0447149952121,0.0,0.000397567371666,0.0,0.0,0.0,0.0,0.0,0.0,0.355368136075,0.0,0.0,0.0,0.00215019077481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7910154852e-05,0.00148768808994,0.0,0.000337765396063,0.0,0.0,0.0,0.00586196874917,0.0,0.00640983767277,0.0,0.0,0.0072539742071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864977972599,0.0814543227637,0.0,0.0,0.00102483240915,0.0,0.000341359705542,0.00333340547802,0.0,0.0,0.00146230602696,0.0,0.0288341183952,0.0,0.0,0.0,0.000220543620088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722736556776,0.0,0.0,0.0,0.0,0.0,0.0,0.00206052902699,0.0,0.0,0.0,0.00458813308967,0.0,0.0,0.0,0.0
ACB,0.00819656088507,0.0,0.0,0.979916706258,0.0,0.0,0.00898630959458,0.0130243236298,0.0,0.0,0.0271029406602,0.00182724900402,0.0,0.00115939780718,0.0,0.401833317898,7.43145452898e-06,0.0,0.0235432098471,0.000129019118498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00582394720154,0.0,0.00034873435045,0.0,0.0613614773358,0.0419930645236,0.392058564101,0.0,0.0,0.0,0.0369729444182,0.00031199462847,0.00212553420599,0.0,0.0107791837748,0.000949612822664,0.00625692100874,0.00829658614665,4.99255813772e-05,0.0488573247193,0.0,7.81797135259e-06,0.000516887010223,0.0,0.000124971465825,0.00029983016724,0.0,0.0731812701008,9.7901060968e-06,0.0,0.00463453066805,0.00654192115957,0.0,0.0,7.15470849433e-06,0.0,0.0,0.0016573585626,0.00986275921126,0.0110691754692,0.0,0.0,9.15306985158e-06,0.0,0.0,0.0,0.0144283132925,0.0,0.0,1.13496449625e-06,0.0,0.0,0.0045838136086,0.0,0.00112883139719,0.000411417695211,0.0,0.00843742666232,0.000191210501708,0.0,0.0,0.0106486401733,0.00150658127113,0.0,0.0,0.0,0.0,0.0,4.0970791147e-05,0.0,1.02329887001e-07,0.000396646154747,0.0,0.0,0.0,0.0,0.0,0.473273403722,0.0,0.0,0.0,0.0,0.235532721495,0.0,0.0,0.0708082327508,0.0476440263817,0.0,0.0229014637032,0.0,0.0333852474292,0.0,0.0,0.0381266823767,0.0128714147026,0.000534635909191,0.0,0.0,0.0,0.0,0.0,0.0617595784744,0.0330660140623,0.17696442893,0.0,0.0502968725467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81795185028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012330080296,0.0,0.11243358756,0.000332774073078,0.0179301707214,0.00631988282082,0.0345301570231,0.0,0.0,2.05602210261e-06,0.0,0.000103422824344,0.0,0.00215306464326,0.0,0.0,0.00307703417715,0.00321265172204,0.0,0.0,0.0,0.0138952523339,0.212602232939,0.0,0.0010184238719,0.00615177787436,0.00967352374087,0.0,0.0,0.0,0.0,0.0,3.65686608154e-05,0.0,0.0,0.00146212233361,0.0,0.0,0.0,0.0125530624341,0.000810175659333,0.00544955560942,0.0,0.0458654331889,0.041079308628,0.00265938471018,0.0198007901124,0.00140636260106,0.00920540764397,0.0152326566658,0.00971194431553,0.0,0.0146851602795,0.00973115757229,0.00133402245088,0.000494497426106,0.0,0.0,0.0,0.000514882477779,0.0,0.0526526567946,0.0,0.0,0.0,0.0,0.0,0.0174199727704,0.00626039068454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15912280961,0.000133795370516,0.0,0.0,0.00248619503801,0.0622578293526,0.103396365448,0.000932503841747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175867352687,0.00464923213338,0.0,0.0,0.0,0.0,0.000919081738912,0.0,0.0189031677835,0.0,0.0,0.0640120046121,0.0205582728016,5.71644465754e-05,0.0,0.0140731251603,0.000244727983178,1.90271904452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00418850754546,0.0162824960473,0.0,0.0,0.000709311212438,0.0,0.0882381233311,0.0,0.0,0.0,0.0,0.0
ACVII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD,0.0,0.0,0.0,0.0,0.0,0.00896954900713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36995411454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126011420425,0.000657378193965,0.0,0.0,0.0,0.0,0.0,0.0,0.000376335479386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000102066789603,0.0,0.0,0.0,0.332473383909,0.591653317359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000750878019719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00528909574628,0.0,4.32289664955e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000154698504202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820428995855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00118493469623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74904548526,0.0,0.0,0.0,0.0,0.0,0.0227239475466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61095737873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0443461035,0.0,0.0,0.0,0.0,0.0,0.0364585937838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0939066674552,0.000221254988647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHN,0.00986968538308,0.0,0.0,0.0,0.0,0.0,0.026276356879,0.0,0.0,0.0,0.0,0.0108326063925,0.0,0.0,0.0,0.00703766635824,0.0,0.0,0.0856452248352,1.5645678207e-05,0.0,0.0,0.0,0.0,0.0,0.00102399752828,0.0441487452431,0.0408547863201,0.0,0.0104440607087,0.0,0.0,0.0508409829215,0.468615422302,0.0754130270095,0.0,0.00376722465157,0.0,0.0,0.0,0.0,0.00578345050764,0.00729550862034,0.00489337452818,0.0449154220189,0.0,0.0,0.020447925149,0.0,0.0,0.0,0.0,1.21327419229e-05,0.0,0.156288914683,0.0,0.0,0.0,0.00223470222576,0.0,0.0,0.0,0.0,0.0,0.0091656298861,0.0,0.0,0.00166176784898,0.0,0.0,0.0,3.54330086122e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782560668819,0.00482245392447,0.00403878805314,0.0,0.0,0.00387783266809,0.0,0.0,0.0,0.00580869002016,0.00299766232847,0.0,0.0,0.0113805263608,0.0,0.0,0.0,0.0,1.15165499588e-05,0.0,0.0,0.0,0.0,0.0,0.0599424357402,1.33749837277,0.0,0.0,0.00408064311118,0.0,0.424878106477,0.0,0.0,0.378909928873,0.0253492473725,0.0,0.00518199610252,0.0,0.0613645740217,0.0,0.0,0.208788668822,0.00381614228834,0.0,0.0,0.0235159893571,0.0937036414429,0.0,0.0,0.0,0.0331210381348,0.474772156848,0.00117264892963,0.0,0.15427533182,0.0,0.0,0.164004195215,0.0,0.0,0.00932958324465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76200660107e-05,0.0269506212081,0.0,0.107159473003,0.0,0.0,0.0,0.0,0.0,0.000162107968748,0.0,0.00194470714642,0.0,0.0,0.0,0.0,0.0,0.0,0.253741659465,0.0,0.0,0.0723541750227,0.0790100629515,0.0,0.0,0.0,0.000466045166233,0.0,0.0,0.0,0.00204842503333,0.0,0.0,0.0,0.00324448375438,0.0,0.0144066116277,0.000819784081896,0.0,0.0,0.142696455809,0.0,0.00803773644604,0.119934781025,0.00050214228283,0.0251255720685,0.016715980161,0.0253633046422,0.0,0.0303962287406,0.107350917336,0.00221771918186,0.000934050979682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159949656541,0.0,0.00372242234512,0.0222211672289,0.0,0.0,0.0222606702471,0.0,0.0,0.0,0.0,0.0706174686151,0.0,0.0,0.0,0.0,0.0,0.0,0.0168329694328,0.0,0.00244861678427,0.00789807091194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146257944984,0.07209799658,0.0,0.0,0.000216415686011,0.0,0.00968931011752,0.0126350723647,0.0,0.00252149127519,0.018992672039,0.0,0.209275126776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138655046432,0.0,0.3226366278,0.0,0.0,0.0,0.0,0.0381200077192,0.0,0.0,0.0334262395236,0.0,0.0
