Acronym,Region,Unnamed: 0,AAA,ACAd,ACAv,ACB,ACVII,AD,ADP,AHN,AId,AIp,AIv,AM,AMB,AN,AOB,AON,AP,APN,ARH,ASO,AT,AUDd,AUDp,AUDpo,AUDv,AV,AVP,AVPV,B,BA,BAC,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,COPY,CP,CS,CU,CUL,CUN,DCO,DEC,DG,DMH,DMX,DN,DP,DR,DTN,ECT,ECU,ENTl,ENTm,ENTmv,EPd,EPv,EW,FC,FL,FN,FOTU,FRP,FS,GPe,GPi,GR,GRN,GU,IA,IAD,IAM,IC,ICB,IF,IG,IGL,III,ILA,IMD,IO,IP,IPN,IRN,ISN,IV,LA,LAV,LC,LD,LDT,LGd,LGv,LH,LHA,LIN,LING,LM,LP,LPO,LRN,LSc,LSr,LSv,LT,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MEV,MG,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NB,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NR,NTB,NTS,OP,ORBl,ORBm,ORBvl,OT,OV,PA,PAA,PAG,PAR,PARN,PAS,PB,PBG,PCG,PCN,PD,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PMv,PO,POL,POST,PP,PPN,PPT,PPY,PR,PRE,PRM,PRNc,PRNr,PRP,PS,PST,PSTN,PSV,PT,PVH,PVHd,PVT,PVa,PVi,PVp,PVpo,PYR,RCH,RE,RH,RL,RM,RN,RO,RPA,RPO,RR,RSPagl,RSPd,RSPv,RT,SAG,SBPV,SCH,SCm,SCs,SF,SFO,SG,SGN,SH,SI,SIM,SLC,SLD,SMT,SNc,SNr,SO,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSp-un,SSs,STN,SUB,SUM,SUT,SUV,SubG,TEa,TMd,TMv,TR,TRN,TRS,TT,TU,UVU,V,VAL,VCO,VI,VII,VISC,VISa,VISal,VISam,VISl,VISli,VISp,VISpl,VISpm,VISpor,VISrl,VLPO,VM,VMH,VPL,VPLpc,VPM,VPMpc,VTA,VTN,XII,ZI,x,y
FRP,Isocortex,AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.31343,0.0,107.6024509,0.0,0.0,112.2168042,9382.079967,0.0,0.0,0.0,0.0,21.95679279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604544022,0.0,132.1102316,31.10178219,110.2157241,0.0,0.0,0.0,0.0,60.6471613,0.0,0.0,12.46845712,0.0,0.0,0.0,0.0,0.0,0.0,71.31773705,205.5384721,0.767263581,0.0,0.0,0.0,0.0,0.0,4097.261724,1921.855855,70.41978595,0.0,0.0,0.0,0.0,0.0,877.1010715,0.0,0.0,0.0,0.0,0.0,0.0,45.62097057,0.0,0.0,0.0,8.65244616,1.175904155,0.0,0.745122525,0.0,226.0460249,0.0,0.0,0.0,0.0,0.0,19.87018414,0.0,0.016515228,0.0,0.0,21.26060691,0.0,1.584634522,0.0,1026.384372,0.0,0.0,13.87654847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.8983874,0.0,1059.478394,0.0,0.0,0.0,0.0,16.23573989,0.0,40.91794558,0.0,14295.65258,0.0,0.0,0.0,0.0,0.0,4298.943321,0.0,0.0,0.0,0.0,24.13237284,0.0,0.0,0.0,0.0,7.599497341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.050224,0.0,0.0,0.0,253.0223119,0.0,45.24606095,59.20246096,0.0,2049.948644,0.0,6.682552406,0.0,0.0,0.0,0.0,36825.32276,0.0,0.0,0.0,0.0,4.61581184,0.0,0.0,87.77831794,0.0,0.0,5.685393088,0.0,0.0,379.7670376,207.6381587,0.0,0.0,26.39846477,134.8897326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.1064114,0.0,25.51775098,17.26257124,2.871529203,9.218647989,0.0,0.099044103,7.630569007,360.366723,0.0,0.0,0.0,354.0705485,0.0,0.0,23.01671285,24.06463167,0.0,0.0,0.0,0.0,0.0,0.78327724,0.0,0.0,20.64400834,67.12188471,158.3214666,234.5365738,0.0,0.0,0.0,84.7428266,54.15056658,0.0,0.300383359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.23784,12.34932955,0.490918585,0.0,0.0,0.0,0.22207387,0.0,1.471248079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0901067,0.0,0.0,0.0,18.15181027,9.361717726,13.3061339,0.0,0.0,43.38833958,0.0,9.474935454,141.9981373,0.0,0.0,0.0,0.0,0.0,2266.646348,1.565298618,0.0,168.500883,0.0,0.0
MOp,Isocortex,ACAd,3.107886453,20947.55343,7101.682732,1217.282869,0.0,69.08439741,1.650733037,0.0,0.0,105.8757793,772.1200326,1600.13355,0.5913464,3.492588241,13.04709406,119.0440277,0.0,1983.86485,0.0,0.0,9.204491237,443.2019107,165.749524,171.3840974,168.6050259,845.9806452,0.0,0.918497647,30.11302546,0.0,0.0,105.5833308,0.0,105.0879765,0.0,0.0,0.0,34.73340077,0.993493811,901.0979212,336.3442354,0.0,42.66827796,0.0,0.0,2.232216939,41126.55246,992.8262588,0.842912016,5.223710556,61.6452547,0.783323256,1.462191215,0.0,39.60078795,0.0,0.975120903,82.55684622,27.67064052,18.43479417,266.5566161,0.004542389,354.9823974,28.77120156,0.0,78.03140499,1.198651262,23.11837685,0.0,0.1712116,1.3758014,0.127780786,243.1048869,6.891714926,0.0,0.0,0.010143528,0.0,0.0,0.518698091,325.1915099,95.75500642,174.1469433,0.076637058,4.131699981,32.049952,12.63416798,2.27008212,335.7497365,28.19326239,1.898500305,3.535817467,66.88493922,0.0,0.0,1.416831123,6.161210795,0.494223284,2.799823454,2677.456541,146.2852794,1.599407913,78.61784882,149.1706512,1199.565254,0.0,0.009810505,0.0,1614.197834,75.98217407,24.73059718,2.373229027,136.6993398,0.3375121,5.675268493,9.358779405,129.8235643,2442.553258,0.0,27.7103584,7.474201219,0.0,4.369181054,14.77977456,0.0,0.0,23.2153647,0.0,16625.92705,0.0,0.0,214.4087924,4990.459897,2.21290087,18.44561188,22.2525823,69.17415161,180.1086071,1.26216067,3.63918041,0.476664319,21.76206221,804.6686094,0.892885996,0.113299401,0.422867692,25.74149261,2429.640095,1308.598791,3461.4564,99.91238448,0.0,1.586775281,1.453764304,5540.608287,35.67314408,0.0,0.043627237,40.5302497,17.56023091,486.1382395,74.3034757,0.0,199.6914806,434.9907727,0.662511727,1156.962678,5.71196998,28.1652528,805.9182608,300.1195978,4997.46126,3.216190605,0.0,1010.24689,94.79104319,261.7311447,48.41676557,296.7541572,182.2752415,4.854439154,23.02372512,126.793536,0.760642095,498.5695505,2315.631574,11.40312106,0.0,7.632273349,15.42545836,5.155758143,0.0,0.0,9.783573475,13.5756751,0.174262251,6.90807889,0.327104627,2.680649951,0.23501689,0.0,434.2371544,108.5885659,2.492709248,46.64991121,411.9095887,0.90711005,4.993478491,27.80894763,254.2824536,3389.605513,7488.642378,4900.415543,1937.099413,50.46750831,0.653020518,0.0,11514.88455,172.5961988,2.356211256,0.0,10.40356642,1.979088221,0.0,180.1726744,0.0,7.776274014,74.98256648,245.9263257,50.39030988,387.5055054,7.541230153,0.0,44.76037898,110.0330892,420.0556132,3.536449368,2.672359707,2.826038133,2.029232895,3143.06745,1064.823062,0.0,0.0,1048.244877,1012.165709,502.6067598,508.4351509,310.0372225,0.0,119.9154029,0.0,12.85982554,8.111201198,808.0161197,0.0,0.0,1.032421715,834.1365149,0.507902233,226.5684691,0.0,0.207418252,0.0,1418.804951,0.678798546,0.370952361,14.42175603,0.0,1885.469206,708.0880456,2587.78089,671.2171159,272.3699328,3114.513822,214.8114827,1195.961795,466.8088866,1439.477945,0.6564609,1302.576539,0.0,94.51810095,0.0,0.0,0.0,929.3021009,15.19567541,1.3173042,4952.248923,1.55004691,0.176193135
MOs,Isocortex,ACAv,0.0,0.0,77163.59654,0.0,0.0,118.0372145,18.15330914,2287.42037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.436997185,41.53254464,0.0,0.0,0.0,0.0,0.0,0.0,43.67905366,91.83249104,0.0,44.42208157,0.0,0.0,0.0,814.9919131,295.9555846,851.3262357,0.0,107.9450062,0.0,600.5175382,40.41392538,0.0,0.0,0.0,0.0,0.0,2612.382781,0.0,0.0,0.0,0.0,11.35475556,176.1558146,0.0,0.0,0.0,0.0,102.2964423,111.3685838,0.0,0.033294919,0.0,0.0,0.0,0.0,0.0,0.0,4.85869604,0.0,0.0,0.0,0.0,0.0,1357.412651,867.5818759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.1691519,0.0,2306.162841,0.0,0.0,0.0,912.6017129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.3799298,202.8845748,919.1846885,421.7918223,3133.061972,0.0,0.0,39.61025616,0.0,486.0028835,0.0,88.88398693,2615.939854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.6500246,1847.782626,0.0,0.0,0.0,0.0,373.8558151,1332.344686,0.0,0.0,0.0,0.0,716.0121579,726.0342327,0.0,0.0,0.0,41.46516795,0.0,0.0,0.0,0.0,639.0033163,0.0,11756.00371,0.0,0.0,0.0,0.0,0.0,11896.06687,0.0,0.0,0.0,0.0,8.547843751,3089.410442,128.5557055,1.12362482,0.0,0.0,120.5502067,0.0,0.0,0.0,5227.041305,0.0,0.0,369.041078,225.9262109,0.0,0.0,0.0,0.0,0.0,436.3513431,0.0,81.55045489,0.0,3.275194091,0.0,0.0,3.837367046,62.60319557,0.0,0.0,0.0,838.9417172,119.9943123,130.6869473,220.9972033,0.0,0.0,0.0,15.06437866,0.0,0.0,1141.812155,0.0,10.152014,0.0,0.0,0.0,0.0,0.0,0.0,9074.442598,0.0,0.0,0.0,54.90583083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968048312,37.9886062,0.0,8.624950825,0.0,0.0,0.0,149.687306,0.0,163.6773197,0.0,0.0,185.2326246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.8749791,2079.963005,0.0,0.0,26.16943368,0.0,8.716732703,85.11960864,0.0,0.0,37.34046684,0.0,736.2887262,0.0,0.0,0.0,5.631654101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.531642,0.0,0.0,0.0,0.0,0.0,0.0,52.61628852,0.0,0.0,0.0,117.1594922,0.0,0.0,0.0,0.0
SSp-n,Isocortex,ACB,1149.725405,0.0,0.0,137452.1763,0.0,0.0,1260.50286,1826.912039,0.0,0.0,3801.709018,256.3068378,0.0,162.6278548,0.0,56364.85603,1.042404514,0.0,3302.388265,18.09741432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.9206757,0.0,48.91670397,0.0,8607.128085,5890.335447,54993.7587,0.0,0.0,0.0,5186.166991,43.76325091,298.1470778,0.0,1511.987968,133.2014735,877.6535846,1163.755873,7.003023595,6853.180041,0.0,1.096620937,72.50335057,0.0,17.52965313,42.05695112,0.0,10265.08149,1.373250789,0.0,650.0821168,917.6303405,0.0,0.0,1.003585557,0.0,0.0,232.4764339,1383.441786,1552.664884,0.0,0.0,1.283894196,0.0,0.0,0.0,2023.848609,0.0,0.0,0.159200613,0.0,0.0,642.9680731,0.0,158.3403276,57.7092494,0.0,1183.511466,26.82095267,0.0,0.0,1493.676715,211.3270171,0.0,0.0,0.0,0.0,0.0,5.746941933,0.0,0.014353736,55.63725657,0.0,0.0,0.0,0.0,0.0,66385.70292,0.0,0.0,0.0,0.0,33037.99697,0.0,0.0,9932.217333,6682.991599,0.0,3212.371018,0.0,4682.923444,0.0,0.0,5348.000943,1805.46362,74.99297522,0.0,0.0,0.0,0.0,0.0,8662.969431,4638.144821,24822.6668,0.0,7055.104327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255002733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.531051,0.0,15770.97442,46.67796792,2515.051506,886.4851904,4843.519048,0.0,0.0,0.288396668,0.0,14.50704146,0.0,302.0087515,0.0,0.0,431.6132602,450.6362308,0.0,0.0,0.0,1949.076551,29821.55465,0.0,142.8535474,862.9052365,1356.89787,0.0,0.0,0.0,0.0,0.0,5.129458436,0.0,0.0,205.0907955,0.0,0.0,0.0,1760.808587,113.6427279,764.4050498,0.0,6433.509675,5762.163598,373.0298849,2777.441875,197.26942,1291.235578,2136.673247,1362.287095,0.0,2059.876342,1364.982124,187.1223217,69.36278051,0.0,0.0,0.0,72.22217631,0.0,7385.548405,0.0,0.0,0.0,0.0,0.0,2443.486425,878.1402734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162589.2811,18.76737558,0.0,0.0,348.7367004,8732.858705,14503.3301,130.8016096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466.878074,652.1442802,0.0,0.0,0.0,0.0,128.9189014,0.0,2651.533069,0.0,0.0,8978.915544,2883.6934,8.01841375,0.0,1974.026638,34.32780938,2.668929634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.5187902,2283.933424,0.0,0.0,99.49454809,0.0,12377.09492,0.0,0.0,0.0,0.0,0.0
SSp-bfd,Isocortex,ACVII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSp-ll,Isocortex,AD,0.0,0.0,0.0,0.0,0.0,32.20708849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121005427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24710178,2.360457326,0.0,0.0,0.0,0.0,0.0,0.0,1.351313213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366492688,0.0,0.0,0.0,1193.816956,2124.458067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696188494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99163209,0.0,0.155222871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555478142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.5926183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.254762039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.322754,0.0,0.0,0.0,0.0,0.0,81.59520495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12965.91654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39657.09224,0.0,0.0,0.0,0.0,0.0,130.9123965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.1920201,0.794463467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSp-m,Isocortex,ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSp-ul,Isocortex,AHN,69.11972395,0.0,0.0,0.0,0.0,0.0,184.0194964,0.0,0.0,0.0,0.0,75.86328586,0.0,0.0,0.0,49.28642982,0.0,0.0,599.7936174,0.109570358,0.0,0.0,0.0,0.0,0.0,7.171295106,309.1840282,286.1156605,0.0,73.14220921,0.0,0.0,356.0513399,3281.823824,528.1351337,0.0,26.38275871,0.0,0.0,0.0,0.0,40.50286175,51.09215972,34.26945069,314.5532457,0.0,0.0,143.2016206,0.0,0.0,0.0,0.0,0.08496844,0.0,1094.527963,0.0,0.0,0.0,15.65014435,0.0,0.0,0.0,0.0,0.0,64.18905801,0.0,0.0,11.6377504,0.0,0.0,0.0,0.002481457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.80456094,33.77277705,28.28458097,0.0,0.0,27.15737262,0.0,0.0,0.0,40.67961998,20.99333308,0.0,0.0,79.70049804,0.0,0.0,0.0,0.0,0.080653103,0.0,0.0,0.0,0.0,0.0,419.7909508,9366.815124,0.0,0.0,28.57770177,0.0,2975.521133,0.0,0.0,2653.595193,177.5267309,0.0,36.29073534,0.0,429.7505191,0.0,0.0,1462.196067,26.7253404,0.0,0.0,164.6879946,656.2286009,0.0,0.0,0.0,231.9544062,3324.940882,8.21233577,0.0,1080.42637,0.0,0.0,1148.559884,0.0,0.0,65.33726187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543591546,188.7415278,0.0,750.4629484,0.0,0.0,0.0,0.0,0.0,1.135280165,0.0,13.61924073,0.0,0.0,0.0,0.0,0.0,0.0,1777.012415,0.0,0.0,506.7132751,553.3260209,0.0,0.0,0.0,3.263823718,0.0,0.0,0.0,14.34560144,0.0,0.0,0.0,22.72188148,0.0,100.8928836,5.741140395,0.0,0.0,999.3367824,0.0,56.29015544,839.9314299,3.5166203,175.9602802,117.0659337,177.6251772,0.0,212.8719263,751.8036781,15.53120811,6.541378308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0164998,0.0,26.06899764,155.6200512,0.0,0.0,155.8967001,0.0,0.0,0.0,0.0,494.5507124,0.0,0.0,0.0,0.0,0.0,0.0,117.885237,0.0,17.14823823,55.31204491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.278727,504.9191973,0.0,0.0,1.515609859,0.0,67.85651362,88.48637824,0.0,17.6585954,133.0101414,0.0,1465.602847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.10338437,0.0,2259.500053,0.0,0.0,0.0,0.0,266.9633639,0.0,0.0,234.0918032,0.0,0.0
SSp-tr,Isocortex,AId,967.2513643,0.0,0.0,6023.232075,0.0,0.0,0.0,0.0,39634.70253,11673.58995,7077.146943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574125826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723466883,7.386854532,4521.921626,620.744148,280.6314101,0.0,0.0,0.0,5086.012001,17.94376791,0.0,495.6271191,54.49577839,518.6910703,202.3861519,0.0,0.0,73909.05449,0.0,0.0,0.0,47.54465355,0.0,0.0,0.367791643,3.712103343,0.0,0.0,17.26053575,132.6532541,0.0,939.8994114,0.0,484.207195,0.0,0.0,414.71736,261.0054462,8.391939356,0.0,0.300847988,0.0,0.0,2437.588778,1537.087571,1807.875678,714.4614508,0.0,40.42548653,9023.883178,144.0812559,0.0,0.0,0.0,0.0,5.976580969,0.0,0.0,0.0,0.0,1083.435794,43.66735747,0.0,0.0,384.1063241,4.327032073,7.157643173,258.7743789,0.0,2.334362473,0.0,0.0,0.127847498,0.0,0.0,1412.750192,4.362597835,0.0,0.0,0.0,75.36141488,0.0,94.27615557,0.0,0.0,0.0,28.19148692,0.0,4728.290236,23.46349416,0.0,374.1785691,0.0,52.40532177,0.0,0.0,0.0,0.0,19656.10143,4770.069059,0.0,0.0,0.0,2088.271484,0.0,0.0,0.0,0.0,0.0,0.0,73.76956483,0.0,0.0,0.0,0.0,0.0,49.77682302,0.0,1098.409559,0.0,0.0,1798.471086,0.058034027,0.0,96.00642743,0.0,0.0,545.3478652,0.0,655.8106942,0.0,0.0,564.7874719,0.0,1545.736182,527.4259587,0.0,0.0,0.0,0.0,0.0,688.1274824,2302.351279,0.462905589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.659086089,0.0,0.0,0.5497927,0.0,0.0,0.0,0.0,31.83921861,174.6071709,0.0,0.0,0.0,0.0,86.97103269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64741362,4.241354828,0.0,0.0,0.0,22.97519714,0.0,359.0970802,0.0,0.0,0.0,14.05692737,0.0,0.0,0.0,0.0,0.0,0.0,0.001337102,0.0,0.0,10.41441321,4686.366686,7.276506497,17.67195725,0.0,0.0,372.367506,1534.057954,0.0,1.080630984,392.7569859,157.482094,124.5689607,0.0,0.0,0.0,0.0,0.0,0.0,5826.356294,0.0,0.0,0.0,0.0,2824.594009,0.0,0.0,0.0,204.902641,4.976251416,0.0,0.521932997,0.0,0.0,42.6090563,0.0,0.0,12.83164938,0.0,0.0,65.66101641,0.0,0.0,0.0,0.0,8090.088143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.3215165,0.0,25.47094698,24.72984689,300.5799567,1022.251995,549.7711136,0.0,7.477402811,0.0,2.418012065,0.0
